Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary,Sentiment_Score
Johnny English,6.3,87,2003,action,Peter Howitt,179000,51,"After a sudden attack on MI7, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.",0.05833333333333335
Kill Bill: Vol. 1,8.2,111,2003,action,Quentin Tarantino,1200000,69,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",-0.05
Oldboy,8.3,120,2003,action,Park Chan-wook,670000,78,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",-0.07777777777777779
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,143,2003,action,Gore Verbinski,1300000,63,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",0.16666666666666666
Taxi 3,5.8,84,2003,action,Gérard Krawczyk,47000,64,"Out to stop a new gang disguised as Santa Claus, Emilien and Daniel must also handle major changes in their personal relationships.",0.06628787878787878
Terminator 3: Rise of the Machines,6.3,109,2003,action,Jonathan Mostow,426000,66,John Connor must face a female Terminatrix with power over all the machines. But a new Terminator unit a T-850 sent back through time will guide him through the coming battle.,0.04545454545454545
The League of Extraordinary Gentlemen,5.8,110,2003,action,Stephen Norrington,187000,30,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.",0.06666666666666665
The Matrix Reloaded,7.2,138,2003,action,Lana Wachowski,648000,62,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.",0.3333333333333333
The Matrix Revolutions,6.7,129,2003,action,Lana Wachowski,558000,47,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,0.0
Underworld,7.0,121,2003,action,Len Wiseman,292000,42,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",0.13333333333333333
X2: X-Men United,7.4,134,2003,action,Bryan Singer,594000,68,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",0.0
Alien vs. Predator,5.7,101,2004,action,Paul W.S. Anderson,222000,29,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",0.16875
Cellular,6.5,94,2004,action,David R. Ellis,108000,60,"A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped, and the kidnappers have targeted her husband and child next.",0.08888888888888889
Collateral,7.5,120,2004,action,Michael Mann,446000,71,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,0.4
Dawn of the Dead,7.2,101,2004,action,Zack Snyder,280000,59,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",0.075
District B13,7.1,84,2004,action,Pierre Morel,75000,70,"Captain Damien must team up with Leito, a local insurgent from District 13, to defuse a neutron bomb that has fallen into the hands of a local drug lord, Taha, and rescue Leito's sister Lola.",0.0
Hellboy,6.9,122,2004,action,Guillermo del Toro,360000,72,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",0.0
"I, Robot",7.1,115,2004,action,Alex Proyas,593000,59,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",0.0
Lakshya,7.8,186,2004,action,Farhan Akhtar,26000,64,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",0.0
Main Hoon Na,7.1,182,2004,action,Farah Khan,42000,64,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",0.053125000000000006
National Treasure,6.9,131,2004,action,Jon Turteltaub,365000,40,A historian races to find the legendary Templar Treasure before a team of mercenaries.,1.0
Spider-Man 2,7.5,127,2004,action,Sam Raimi,739000,83,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,0.3
The Bourne Supremacy,7.7,108,2004,action,Paul Greengrass,498000,73,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",-0.15000000000000002
The Incredibles,8.0,115,2004,action,Brad Bird,846000,90,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",-0.05000000000000001
Anniyan,8.3,181,2005,action,S. Shankar,23000,64,"Ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night, using tips from the 'Garuda Purana' as his tools to punish various antisocial elements.",-0.19999999999999998
Batman Begins,8.2,140,2005,action,Christopher Nolan,1600000,70,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",-0.30000000000000004
Chaos,6.4,106,2005,action,Tony Giglio,59000,64,"Two cops, a rookie and a grizzled vet, pursue an accomplished bank robber.",0.2
Constantine,7.0,121,2005,action,Francis Lawrence,389000,50,"Detective Angela approaches Constantine, a demon hunter, to help her investigate her twin sister's mysterious death. As he digs deeper, he realizes that demons are trying to enter the human world.",0.0
King Kong,7.2,187,2005,action,Peter Jackson,457000,81,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",0.0
Mr. & Mrs. Smith,6.5,120,2005,action,Doug Liman,563000,55,"A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.",-0.10625000000000001
Revolver,6.3,111,2005,action,Guy Ritchie,106000,25,Gambler Jake Green enters into a game with potentially deadly consequences.,-0.26666666666666666
Serenity,7.8,119,2005,action,Joss Whedon,310000,74,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,0.0
The Island,6.8,136,2005,action,Michael Bay,333000,50,"In 2019, a mercenary pursues a man and woman who escaped a research facility after learning their true fate.",0.35
V for Vendetta,8.1,132,2005,action,James McTeigue,1200000,62,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",0.025
War of the Worlds,6.5,117,2005,action,Steven Spielberg,487000,73,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,-0.08333333333333333
16 Blocks,6.6,102,2006,action,Richard Donner,136000,63,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",-0.25
300,7.6,117,2006,action,Zack Snyder,886000,52,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",0.0
Casino Royale,8.0,144,2006,action,Martin Campbell,713000,80,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",-0.1375
Crank,6.9,88,2006,action,Mark Neveldine,270000,57,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,0.1
Deja Vu,7.1,126,2006,action,Tony Scott,336000,59,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",0.11227272727272726
Fanaa,7.1,168,2006,action,Kunal Kohli,36000,64,A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?,0.15892857142857142
Mission: Impossible III,6.9,126,2006,action,J.J. Abrams,401000,66,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,-0.6
Pirates of the Caribbean: Dead Man's Chest,7.4,151,2006,action,Gore Verbinski,791000,53,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",0.2375
Vettaiyaadu Vilaiyaadu,7.9,174,2006,action,Gautham Vasudev Menon,8500,64,"A Police Officer investigates a series of brutal rapes and murders, with the culprits seeming to cover more than one country.",-0.1875
3:10 to Yuma,7.6,122,2007,action,James Mangold,341000,76,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,-0.1
