Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary
702. Destination Wedding,6.0,1h 27m,2018,comedy,Victor Levin, (35K),46,"The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves."
703. The Favourite,7.5,1h 59m,2018,comedy,Yorgos Lanthimos, (246K),91,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne."
704. Eighth Grade,7.3,1h 33m,2018,comedy,Bo Burnham, (85K),85,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.
706. Instant Family,7.3,1h 58m,2018,comedy,Sean Anders, (126K),57,A couple find themselves in over their heads when they foster three children.
707. Green Book,8.2,2h 10m,2018,comedy,Peter Farrelly, (624K),69,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
709. Spider-Man: Into the Spider-Verse,8.4,1h 57m,2018,comedy,Bob Persichetti, (719K),87,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
711. The Babysitter,6.4,1h 25m,2017,comedy,McG, (114K),N/A,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet."
714. Happy Death Day 2U,6.2,1h 40m,2019,comedy,Christopher Landon, (90K),57,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.
715. Booksmart,7.1,1h 42m,2019,comedy,Olivia Wilde, (136K),84,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night."
725. Ready or Not,6.8,1h 35m,2019,comedy,Matt Bettinelli-Olpin, (210K),64,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
727. Charlie's Angels,5.0,1h 58m,2019,comedy,Elizabeth Banks, (82K),52,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all."
732. Avane Srimannarayana,7.6,3h 6m,2019,comedy,Sachin Ravi, (8.5K),N/A,"In the pursuit of solving an ancient mystery of Amaravati, Narayana, a corrupt cop must battle the dangerous clan of dacoits and it's fierce leader."
733. BlacKkKlansman,7.5,2h 15m,2018,comedy,Spike Lee, (300K),83,"Ron Stallworth, an African American police officer from Colorado Springs, Colorado, successfully infiltrates the local Ku Klux Klan branch aided by a Jewish surrogate who eventually becomes its leader. Based on actual events."
734. Finding Nemo,8.2,1h 40m,2003,comedy,Andrew Stanton, (1.1M),90,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
735. Once Upon a Time... in Hollywood,7.6,2h 41m,2019,comedy,Quentin Tarantino, (894K),84,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way."
739. Zombieland: Double Tap,6.7,1h 39m,2019,comedy,Ruben Fleischer, (213K),55,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
740. Missing Link,6.7,1h 33m,2019,comedy,Chris Butler, (30K),68,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend."
741. The Two Popes,7.6,2h 5m,2019,comedy,Fernando Meirelles, (137K),75,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church."
743. Knives Out,7.9,2h 10m,2019,comedy,Rian Johnson, (809K),82,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate."
744. Mary Poppins Returns,6.7,2h 10m,2018,comedy,Rob Marshall, (98K),66,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives."
747. Pokémon: Detective Pikachu,6.5,1h 44m,2019,comedy,Rob Letterman, (189K),53,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective."
748. The House with a Clock in Its Walls,6.1,1h 45m,2018,comedy,Eli Roth, (57K),57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.
752. Jumanji: The Next Level,6.6,2h 3m,2019,comedy,Jake Kasdan, (300K),58,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game."
754. Game Night,6.9,1h 40m,2018,comedy,John Francis Daley, (264K),66,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
757. Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,6.1,1h 49m,2020,comedy,Cathy Yan, (272K),60,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress, and Renee Montoya to save a young girl from an evil crime lord."
758. Mayhem,6.4,1h 26m,2017,comedy,Joe Lynch, (27K),62,"A virus spreads through an office complex, causing white-collar workers to act out their worst impulses."
760. The Man from U.N.C.L.E.,7.2,1h 56m,2015,comedy,Guy Ritchie, (345K),56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
763. Guns Akimbo,6.3,1h 38m,2019,comedy,Jason Howden, (73K),42,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.
768. Late Night,6.5,1h 42m,2019,comedy,Nisha Ganatra, (42K),70,A late night talk show host suspects that she may soon lose her long-running show.
770. Bad Boys II,6.6,2h 27m,2003,comedy,Michael Bay, (280K),38,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.
771. Spies in Disguise,6.8,1h 42m,2019,comedy,Nick Bruno, (60K),54,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world."
772. The Edge of Seventeen,7.3,1h 44m,2016,comedy,Kelly Fremon Craig, (145K),77,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother."
774. Pete's Dragon,6.7,1h 42m,2016,comedy,David Lowery, (63K),71,"The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon."
775. Borat,7.4,1h 24m,2006,comedy,Larry Charles, (457K),89,Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.
777. Happiest Season,6.6,1h 42m,2020,comedy,Clea DuVall, (50K),69,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas."
778. Freaky,6.3,1h 42m,2020,comedy,Christopher Landon, (77K),67,"After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent."
781. Palm Springs,7.4,1h 30m,2020,comedy,Max Barbakow, (196K),83,"Nyles and Sarah find themselves stuck in a time loop and living the same day over and over again. They are drawn to each other, but certain revelations threaten their budding romance."
782. Boss Level,6.8,1h 40m,2020,comedy,Joe Carnahan, (84K),56,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise."
783. Love and Monsters,6.9,1h 49m,2020,comedy,Michael Matthews, (151K),63,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his high school sweetheart."
787. Office Uprising,5.7,1h 32m,2018,comedy,Lin Oeding, (18K),N/A,An employee at a weapons factory discovers that an energy drink turns his co-workers into zombies.
789. Willy's Wonderland,5.5,1h 28m,2021,comedy,Kevin Lewis, (41K),44,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive."
791. Jojo Rabbit,7.9,1h 48m,2019,comedy,Taika Waititi, (462K),58,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home."
794. Cruella,7.3,2h 14m,2021,comedy,Craig Gillespie, (278K),59,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil."
796. The Suicide Squad,7.2,2h 12m,2021,comedy,James Gunn, (429K),72,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
797. Red Notice,6.3,1h 58m,2021,comedy,Rawson Marshall Thurber, (335K),37,An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.
799. Don't Look Up,7.2,2h 18m,2021,comedy,Adam McKay, (633K),49,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.
800. Ghostbusters: Afterlife,7.0,2h 4m,2021,comedy,Jason Reitman, (232K),45,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
801. What We Do in the Shadows,7.6,1h 26m,2014,comedy,Jemaine Clement, (207K),76,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
802. Chemistry of Kariyappa,6.9,2h 8m,2019,comedy,Kumar, (329),N/A,"A 32-year old man's father helps him out with his ""Smart Life Equations""."
805. The Lost City,6.1,1h 52m,2022,comedy,Aaron Nee, (169K),60,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.
